2.89;3.845;3.09;3.06;5.0225;0.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
3.41;3.232;2.66;3.02;3.165;5.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
3.41;3.232;2.66;3.02;3.165;5.0
2.98;3.468;41.2;111.95;4.09;6.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
3.41;3.232;2.66;3.02;3.165;5.0
2.98;3.468;41.2;111.95;4.09;6.0
8.76;3.352;4.53;2.43;3.31;7.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
3.41;3.232;2.66;3.02;3.165;5.0
2.98;3.468;41.2;111.95;4.09;6.0
8.76;3.352;4.53;2.43;3.31;7.0
3.35;43.406;3.47;3.2;58.2925;8.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
3.41;3.232;2.66;3.02;3.165;5.0
2.98;3.468;41.2;111.95;4.09;6.0
8.76;3.352;4.53;2.43;3.31;7.0
3.35;43.406;3.47;3.2;58.2925;8.0
6.34;44.113;3.02;6.65;4.9375;9.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
3.41;3.232;2.66;3.02;3.165;5.0
2.98;3.468;41.2;111.95;4.09;6.0
8.76;3.352;4.53;2.43;3.31;7.0
3.35;43.406;3.47;3.2;58.2925;8.0
6.34;44.113;3.02;6.65;4.9375;9.0
3.09;3.128;3.26;3.07;2.7775;10.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
2.18;10.709;2.37;3.85;2.7625;4.0
3.41;3.232;2.66;3.02;3.165;5.0
2.98;3.468;41.2;111.95;4.09;6.0
8.76;3.352;4.53;2.43;3.31;7.0
3.35;43.406;3.47;3.2;58.2925;8.0
6.34;44.113;3.02;6.65;4.9375;9.0
3.09;3.128;3.26;3.07;2.7775;10.0
2.4;3.104;2.98;2.48;2.9225;11.0
2.89;3.845;3.09;3.06;5.0225;0.0
2.54;3.799;2.37;66.16;2.9325;1.0
2.42;3.043;3.13;2.41;2.9675000000000002;2.0
3.02;3.545;3.05;3.5;3.355;3.0
