2.49;3.371;2.35;2.96;3.4;0.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.88;38.501;9.36;5.26;19.505;12.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.88;38.501;9.36;5.26;19.505;12.0
28.29;21.857;36.99;28.54;20.6075;13.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.88;38.501;9.36;5.26;19.505;12.0
28.29;21.857;36.99;28.54;20.6075;13.0
13.19;19.605999999999998;26.24;33.14;8.7025;14.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.88;38.501;9.36;5.26;19.505;12.0
28.29;21.857;36.99;28.54;20.6075;13.0
13.19;19.605999999999998;26.24;33.14;8.7025;14.0
17.91;3.053;3.27;3.77;33.26;15.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.88;38.501;9.36;5.26;19.505;12.0
28.29;21.857;36.99;28.54;20.6075;13.0
13.19;19.605999999999998;26.24;33.14;8.7025;14.0
17.91;3.053;3.27;3.77;33.26;15.0
3.55;34.016666666666666;2.41;2.36;2.875;16.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.88;38.501;9.36;5.26;19.505;12.0
28.29;21.857;36.99;28.54;20.6075;13.0
13.19;19.605999999999998;26.24;33.14;8.7025;14.0
17.91;3.053;3.27;3.77;33.26;15.0
3.55;34.016666666666666;2.41;2.36;2.875;16.0
3.15;2.643;3.93;2.98;84.575;17.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
10.4;17.492;34.95;12.53;11.055;11.0
2.88;38.501;9.36;5.26;19.505;12.0
28.29;21.857;36.99;28.54;20.6075;13.0
13.19;19.605999999999998;26.24;33.14;8.7025;14.0
17.91;3.053;3.27;3.77;33.26;15.0
3.55;34.016666666666666;2.41;2.36;2.875;16.0
3.15;2.643;3.93;2.98;84.575;17.0
3.59;2.908;3.51;3.05;4.13;18.0
2.49;3.371;2.35;2.96;3.4;0.0
3.17;3.67;3.02;3.0;3.165;1.0
3.3;14.704;4.37;3.89;3.0425;2.0
2.79;3.325;3.55;3.06;2.9075;3.0
2.53;6.622;3.88;3.85;3.15;4.0
2.98;3.238;2.84;5.22;3.3200000000000003;5.0
2.95;3.3369999999999997;3.96;2.39;3.1425;6.0
3.24;25.706;3.32;3.11;3.335;7.0
30.38;13.452;6.75;17.56;17.127499999999998;8.0
13.62;10.666;10.43;2.99;3.9775;9.0
5.78;17.033;27.21;23.14;97.08;10.0
